gene,uniprot,family,chembl_id,smiles,assay_type,value_nm,pchembl,source,pKd
JAK1,P23458,JAK,CHEMBL2152300,N#CCC(=O)N1CCC[C@@H](n2cnc3cnc4[nH]ccc4c32)C1,Ki,0.4,9.4,ChEMBL,9.4
JAK1,P23458,JAK,CHEMBL2152301,c1ccc(CN2CCC[C@@H](n3cnc4cnc5[nH]ccc5c43)C2)cc1,Ki,24.0,7.62,ChEMBL,7.62
JAK1,P23458,JAK,CHEMBL2152302,c1ccc(CN2CCC[C@H](n3cnc4cnc5[nH]ccc5c43)C2)cc1,Ki,88.0,7.06,ChEMBL,7.06
JAK1,P23458,JAK,CHEMBL2152303,c1ccc(CN2CC[C@@H](n3cnc4cnc5[nH]ccc5c43)C2)cc1,Ki,15.0,7.82,ChEMBL,7.82
JAK1,P23458,JAK,CHEMBL2152304,c1ccc(CN2CC(n3cnc4cnc5[nH]ccc5c43)C2)cc1,Ki,62.0,7.21,ChEMBL,7.21
JAK1,P23458,JAK,CHEMBL2152305,c1ccc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cc1,Ki,2.4,8.62,ChEMBL,8.62
JAK1,P23458,JAK,CHEMBL2152306,c1cc2c(ncc3ncn(C4CCNCC4)c32)[nH]1,Ki,45.0,7.35,ChEMBL,7.35
JAK1,P23458,JAK,CHEMBL2152307,c1ncc(CN2CCC(n3cnc4cnc5[nH]ccc5c43)CC2)cn1,Ki,2.0,8.7,ChEMBL,8.7
JAK1,P23458,JAK,CHEMBL2152394,N#CCC(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,19.0,7.72,ChEMBL,7.72
JAK1,P23458,JAK,CHEMBL2152395,O=C(c1ccccc1)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,18.0,7.75,ChEMBL,7.75
JAK1,P23458,JAK,CHEMBL2152396,CC(C)CC(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,28.0,7.55,ChEMBL,7.55
JAK1,P23458,JAK,CHEMBL2152397,O=S(=O)(c1ccccc1)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,9.6,8.02,ChEMBL,8.02
JAK1,P23458,JAK,CHEMBL2152398,CS(=O)(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,1.2,8.92,ChEMBL,8.92
JAK1,P23458,JAK,CHEMBL2152399,CCN1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,50.0,7.3,ChEMBL,7.3
JAK1,P23458,JAK,CHEMBL2152400,FC(F)(F)CN1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,2.9,8.54,ChEMBL,8.54
JAK1,P23458,JAK,CHEMBL2152401,N#CCCN1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,0.6,9.22,ChEMBL,9.22
JAK1,P23458,JAK,CHEMBL2152402,CN(C)CC(=O)N1CCC(n2cnc3cnc4[nH]ccc4c32)CC1,Ki,32.0,7.5,ChEMBL,7.5
JAK2,O60674,JAK,CHEMBL21156,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,IC50,1.0,9.0,ChEMBL,9.0
JAK2,O60674,JAK,CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Kd,2000.0,5.7,ChEMBL,5.7
JAK2,O60674,JAK,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Kd,940.0,6.03,ChEMBL,6.03
JAK2,O60674,JAK,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Kd,11.0,7.96,ChEMBL,7.96
JAK2,O60674,JAK,CHEMBL386760,COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3cc(OC)c(OCCCN4CCN(C)CC4)c(OC)c3)n2)c(OC)c1,IC50,240.0,6.62,ChEMBL,6.62
JAK2,O60674,JAK,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,11.0,7.96,ChEMBL,7.96
JAK2,O60674,JAK,CHEMBL557844,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1.Cl,IC50,141.0,6.85,ChEMBL,6.85
JAK2,O60674,JAK,CHEMBL221378,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,IC50,28.0,7.55,ChEMBL,7.55
JAK2,O60674,JAK,CHEMBL375205,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,IC50,29.0,7.54,ChEMBL,7.54
JAK2,O60674,JAK,CHEMBL220484,COC[C@H](C)Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1,IC50,446.0,6.35,ChEMBL,6.35
JAK2,O60674,JAK,CHEMBL220969,C[C@H](Nc1cc(-c2cccc(C#N)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,56.0,7.25,ChEMBL,7.25
JAK2,O60674,JAK,CHEMBL374321,C[C@H](Nc1cc(-c2ccc(C#N)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,18.0,7.75,ChEMBL,7.75
JAK2,O60674,JAK,CHEMBL221376,C[C@H](Nc1cc(-c2cnn(C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,77.0,7.11,ChEMBL,7.11
JAK2,O60674,JAK,CHEMBL220483,COc1ccc(-c2cc(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)n2)cc1OC,IC50,12.0,7.92,ChEMBL,7.92
JAK2,O60674,JAK,CHEMBL373523,C[C@H](Nc1cc(-c2cccc(N(C)C)c2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,167.0,6.78,ChEMBL,6.78
JAK2,O60674,JAK,CHEMBL384820,C[C@H](Nc1cc(-c2ccc(N(C)C)cc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,20.0,7.7,ChEMBL,7.7
JAK2,O60674,JAK,CHEMBL222027,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,16.0,7.8,ChEMBL,7.8
JAK2,O60674,JAK,CHEMBL221037,C[C@H](Nc1cc(N2CC[C@@H](O)C2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,59.0,7.23,ChEMBL,7.23
JAK2,O60674,JAK,CHEMBL376885,CN1CCN(c2cc(Nc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,IC50,113.0,6.95,ChEMBL,6.95
JAK2,O60674,JAK,CHEMBL385114,CN1CCN(c2cc(Oc3c(F)cccc3F)nc(-n3cnc4ccncc43)n2)CC1,IC50,68.0,7.17,ChEMBL,7.17
JAK2,O60674,JAK,CHEMBL218439,CN1CCN(c2cc(Oc3ccccc3Cl)nc(-n3cnc4ccncc43)n2)CC1,IC50,17.0,7.77,ChEMBL,7.77
JAK2,O60674,JAK,CHEMBL375296,C[C@H](Nc1cc(N2CCN(C)CC2)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,19.0,7.72,ChEMBL,7.72
JAK2,O60674,JAK,CHEMBL218579,C[C@H](Nc1cc(N(C)C)nc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,7.0,8.15,ChEMBL,8.15
JAK2,O60674,JAK,CHEMBL221912,COC[C@H](C)Nc1ccnc(-n2cnc3ccc(C#N)cc32)n1,IC50,124.0,6.91,ChEMBL,6.91
JAK2,O60674,JAK,CHEMBL375076,C[C@@H](Nc1nccc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,49.0,7.31,ChEMBL,7.31
JAK2,O60674,JAK,CHEMBL220585,C[C@H](Nc1ccnc(-n2cnc3cnccc32)n1)c1ccccc1,IC50,51.0,7.29,ChEMBL,7.29
JAK2,O60674,JAK,CHEMBL221038,c1ccc2c(c1)CCC[C@@H]2Nc1ccnc(-n2cnc3ccncc32)n1,IC50,7218.0,5.14,ChEMBL,5.14
JAK2,O60674,JAK,CHEMBL218602,C[C@@H](c1ccccc1)N(C)c1ccnc(-n2cnc3ccncc32)n1,IC50,153.0,6.82,ChEMBL,6.82
JAK2,O60674,JAK,CHEMBL218746,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(Cl)cc1,IC50,51.0,7.29,ChEMBL,7.29
JAK2,O60674,JAK,CHEMBL221976,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccc(F)cc1,IC50,8.0,8.1,ChEMBL,8.1
JAK2,O60674,JAK,CHEMBL221029,C[C@H](Nc1ccnc(-n2cnc3ccncc32)n1)c1ccccc1,IC50,4.0,8.4,ChEMBL,8.4
JAK2,O60674,JAK,CHEMBL323994,O=C1Nc2ccc(-c3cccnc3)cc2/C1=C/c1ccc[nH]1,IC50,600.0,6.22,ChEMBL,6.22
JAK2,O60674,JAK,CHEMBL386637,CN(C)[C@H]1CCCN(c2ccc(C(F)(F)F)cc2NC(=O)c2cc(C#Cc3cnc(N)nc3)ccc2F)C1,IC50,550.0,6.26,ChEMBL,6.26
JAK2,O60674,JAK,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,11.0,7.96,ChEMBL,7.96
JAK2,O60674,JAK,CHEMBL231925,CN1CCN(C(=O)c2cc3c(NCc4ccccc4F)nc(-n4cnc5ccncc54)nc3n2C)CC1,IC50,1860.0,5.73,ChEMBL,5.73
JAK2,O60674,JAK,CHEMBL392371,C[C@@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,IC50,298.0,6.53,ChEMBL,6.53
JAK2,O60674,JAK,CHEMBL232149,CN1CCN(C(=O)c2cc3c(NC(C)(C)C)nc(-n4cnc5ccncc54)nc3n2C)CC1,IC50,323.0,6.49,ChEMBL,6.49
JAK2,O60674,JAK,CHEMBL392998,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NS(=O)(=O)c1ccccc1)n2C)c1ccccc1,IC50,359.0,6.45,ChEMBL,6.45
JAK2,O60674,JAK,CHEMBL232147,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)C(C)(C)O,IC50,209.0,6.68,ChEMBL,6.68
JAK2,O60674,JAK,CHEMBL393375,COc1ccc(Cl)c(Nc2nc(-n3cnc4ccncc43)nc3c2cc(C(=O)N2CCN(C)CC2)n3C)c1,IC50,132.0,6.88,ChEMBL,6.88
JAK2,O60674,JAK,CHEMBL231949,COC[C@H](C)Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C,IC50,222.0,6.65,ChEMBL,6.65
JAK2,O60674,JAK,CHEMBL231948,COCCNC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)nc2n1C,IC50,25.0,7.6,ChEMBL,7.6
JAK2,O60674,JAK,CHEMBL231733,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NCCCn1ccnc1)n2C)c1ccccc1,IC50,53.0,7.28,ChEMBL,7.28
JAK2,O60674,JAK,CHEMBL391096,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCOCC1)n2C)c1ccccc1,IC50,21.0,7.68,ChEMBL,7.68
JAK2,O60674,JAK,CHEMBL233969,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NCCCN1CCOCC1)n2C)c1ccccc1,IC50,42.0,7.38,ChEMBL,7.38
JAK2,O60674,JAK,CHEMBL394174,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NS(C)(=O)=O)n2C)c1ccccc1,IC50,55.0,7.26,ChEMBL,7.26
JAK2,O60674,JAK,CHEMBL233555,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)NCCN(C)C)n2C)c1ccccc1,IC50,19.0,7.72,ChEMBL,7.72
JAK2,O60674,JAK,CHEMBL391492,CONC(=O)c1cc2c(N[C@@H](C)c3ccccc3)nc(-n3cnc4ccncc43)nc2n1C,IC50,6.0,8.22,ChEMBL,8.22
JAK2,O60674,JAK,CHEMBL233151,C[C@H](Nc1nc(-n2cnc3ccncc32)nc2c1cc(C(=O)N1CCN(C)CC1)n2C)c1ccccc1,IC50,11.0,7.96,ChEMBL,7.96
JAK2,O60674,JAK,CHEMBL247866,CC(C)Nc1ncnc2oc(-c3ccc(OCCN4CCCC4)cc3)c(-c3ccccc3)c12,IC50,4891.0,5.31,ChEMBL,5.31
JAK2,O60674,JAK,CHEMBL246356,CNc1ncnc(-c2cccnc2Oc2cc(NC(=O)c3cccc(OC(F)(F)C(F)F)c3)ccc2C)n1,IC50,1746.0,5.76,ChEMBL,5.76
JAK2,O60674,JAK,CHEMBL412099,N#Cc1cccc(C#N)c1-c1nc2c3ccc(Cl)cc3c3ccccc3c2[nH]1,IC50,100.0,7.0,ChEMBL,7.0
JAK2,O60674,JAK,CHEMBL272424,O=c1[nH]ccc2c3[nH]c(-c4c(F)cccc4Cl)nc3c3ccc(F)cc3c12,IC50,0.2,9.7,ChEMBL,9.7
JAK2,O60674,JAK,CHEMBL270347,Fc1cccc(Cl)c1-c1nc2c3ccccc3c3ccccc3c2[nH]1,IC50,900.0,6.05,ChEMBL,6.05
JAK2,O60674,JAK,CHEMBL21156,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,IC50,1.0,9.0,ChEMBL,9.0
JAK2,O60674,JAK,CHEMBL553,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,IC50,4000.0,5.4,ChEMBL,5.4
JAK2,O60674,JAK,CHEMBL509032,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2S(=O)(=O)C(C)C)n1,IC50,1505.0,5.82,ChEMBL,5.82
JAK2,O60674,JAK,CHEMBL462168,COc1cc2nccc(Oc3ccc4c(NC(=O)c5cccc(C(F)(F)F)c5)nn(C)c4c3)c2cc1OC,IC50,25000000.0,1.6020599913279623,ChEMBL,1.6020599913279623
JAK2,O60674,JAK,CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,IC50,1.2,8.92,ChEMBL,8.92
JAK2,O60674,JAK,CHEMBL500779,Nc1n[nH]c2ccc(-c3ccccc3)cc12,IC50,1600.0,5.8,ChEMBL,5.8
JAK2,O60674,JAK,CHEMBL446576,Nc1n[nH]c2cc(-c3ccccc3)ccc12,IC50,145300.0,3.84,ChEMBL,3.84
JAK2,O60674,JAK,CHEMBL479619,Nc1n[nH]c2ccc(-c3cc[nH]n3)cc12,IC50,9300.0,5.03,ChEMBL,5.03
JAK2,O60674,JAK,CHEMBL479620,Nc1n[nH]c2ccc(-c3ccncc3)cc12,IC50,1950.0,5.71,ChEMBL,5.71
JAK2,O60674,JAK,CHEMBL481584,Cc1noc(C)c1-c1ccc2[nH]nc(N)c2c1,IC50,28600.0,4.54,ChEMBL,4.54
JAK2,O60674,JAK,CHEMBL510641,Cc1nc(C)c(-c2ccc3[nH]nc(N)c3c2)s1,IC50,320.0,6.5,ChEMBL,6.5
JAK2,O60674,JAK,CHEMBL498859,Nc1n[nH]c2ccc(-c3ccccc3Cl)cc12,IC50,370.0,6.43,ChEMBL,6.43
JAK2,O60674,JAK,CHEMBL481583,Nc1n[nH]c2ccc(-c3cccc(Cl)c3)cc12,IC50,740.0,6.13,ChEMBL,6.13
JAK2,O60674,JAK,CHEMBL481585,Nc1n[nH]c2ccc(-c3cccc(Cl)n3)cc12,IC50,5800.0,5.24,ChEMBL,5.24
JAK2,O60674,JAK,CHEMBL519279,CN1CCN(c2ccc(-c3ccc4[nH]nc(N)c4c3)cc2)CC1,IC50,8580.0,5.07,ChEMBL,5.07
JAK2,O60674,JAK,CHEMBL480998,CC(C)(C)NS(=O)(=O)c1cccc(-c2ccc3[nH]nc(N)c3c2)c1,IC50,3550.0,5.45,ChEMBL,5.45
JAK2,O60674,JAK,CHEMBL480411,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,78.0,7.11,ChEMBL,7.11
JAK2,O60674,JAK,CHEMBL447670,CC(C)(C)NC(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,1950.0,5.71,ChEMBL,5.71
JAK2,O60674,JAK,CHEMBL480412,CC(C)(C)NC(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,3900.0,5.41,ChEMBL,5.41
JAK2,O60674,JAK,CHEMBL480606,Nc1n[nH]c2ccc(-c3ccc(C(=O)N4CCOCC4)cc3)cc12,IC50,1570.0,5.8,ChEMBL,5.8
JAK2,O60674,JAK,CHEMBL479830,Nc1n[nH]c2ccc(-c3ccc(CN4CCOCC4)cc3)cc12,IC50,1110.0,5.96,ChEMBL,5.96
JAK2,O60674,JAK,CHEMBL481985,CCS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,790.0,6.1,ChEMBL,6.1
JAK2,O60674,JAK,CHEMBL520947,Nc1n[nH]c2ccc(-c3ccc(S(=O)(=O)N4CCOCC4)cc3)cc12,IC50,330.0,6.48,ChEMBL,6.48
JAK2,O60674,JAK,CHEMBL482187,CC(C)(C)NS(=O)(=O)c1ccc(-c2cc(Cl)c3[nH]nc(N)c3c2)cc1,IC50,1220.0,5.91,ChEMBL,5.91
JAK2,O60674,JAK,CHEMBL482188,Cc1cc(-c2ccc(S(=O)(=O)NC(C)(C)C)cc2)cc2c(N)n[nH]c12,IC50,770.0,6.11,ChEMBL,6.11
JAK2,O60674,JAK,CHEMBL482189,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)c(Cl)c1,IC50,39.0,7.41,ChEMBL,7.41
JAK2,O60674,JAK,CHEMBL465091,Nc1n[nH]c2ccc(Br)cc12,IC50,40900.0,4.39,ChEMBL,4.39
JAK2,O60674,JAK,CHEMBL501406,Nc1n[nH]c2cc(Br)ccc12,IC50,131000.0,3.88,ChEMBL,3.88
JAK2,O60674,JAK,CHEMBL480411,CC(C)(C)NS(=O)(=O)c1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,IC50,206.0,6.69,ChEMBL,6.69
JAK2,O60674,JAK,CHEMBL453737,COc1cc2c(Oc3ccc(-c4cnc(Nc5ccc(F)cc5)n(C)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,IC50,3400.0,5.47,ChEMBL,5.47
JAK2,O60674,JAK,CHEMBL21156,CC(C)(C)c1nc2c3ccc(F)cc3c3c(=O)[nH]ccc3c2[nH]1,IC50,1.0,9.0,ChEMBL,9.0
JAK2,O60674,JAK,CHEMBL257167,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,Kd,22.0,7.66,ChEMBL,7.66
JAK2,O60674,JAK,CHEMBL257167,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,Ki,5.0,8.3,ChEMBL,8.3
JAK2,O60674,JAK,CHEMBL475817,Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2Cl)cc1Cl,IC50,29000.0,4.54,ChEMBL,4.54
JAK2,O60674,JAK,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,IC50,4.7,8.33,ChEMBL,8.33
JAK2,O60674,JAK,CHEMBL572878,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,Kd,190.0,6.72,ChEMBL,6.72
JAK2,O60674,JAK,CHEMBL495727,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)NC1CC1,IC50,1.0,9.0,ChEMBL,9.0
JAK2,O60674,JAK,CHEMBL461139,O=c1[nH]cnc2[nH]c(-c3ccnc(/C=C/c4ccc(CN5CCOCC5)cc4)c3)cc12,IC50,1300.0,5.89,ChEMBL,5.89
JAK2,O60674,JAK,CHEMBL461140,CN(C)CCOc1ccc(/C=C/c2cc(-c3cc4c(=O)[nH]cnc4[nH]3)ccn2)cc1,IC50,3600.0,5.44,ChEMBL,5.44
JAK2,O60674,JAK,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,20.0,7.7,ChEMBL,7.7
JAK2,O60674,JAK,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Kd,1.8,8.74,ChEMBL,8.74
JAK2,O60674,JAK,CHEMBL459977,C[C@@H]1CCN(C(=O)CC#N)C[C@H]1N(C)c1ncnc2[nH]ccc12,Kd,420.0,6.38,ChEMBL,6.38
JAK2,O60674,JAK,CHEMBL459769,C[C@H]1CCN(C(=O)CC#N)C[C@H]1N(C)c1ncnc2[nH]ccc12,Kd,270.0,6.57,ChEMBL,6.57
JAK2,O60674,JAK,CHEMBL457871,C[C@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Kd,1.8,8.74,ChEMBL,8.74
JAK2,O60674,JAK,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,IC50,20.0,7.7,ChEMBL,7.7
JAK2,O60674,JAK,CHEMBL494221,O[C@H]1CC[C@H](Nc2ccc3nnc(-c4cccc(C(F)(F)F)c4)n3n2)CC1,Ki,2400.0,5.62,ChEMBL,5.62
JAK2,O60674,JAK,CHEMBL559626,CC/C(=C(/CC)c1ccc(O)c(CN(CC)CC)c1)c1ccc(O)c(CN(CC)CC)c1,IC50,60.0,7.22,ChEMBL,7.22
JAK2,O60674,JAK,CHEMBL551570,COc1nc(C)cc2c1-c1[nH]c3cc(N4CCN(C)CC4)ccc3c1CCN2CCc1ccccc1,IC50,5100.0,5.29,ChEMBL,5.29
JAK2,O60674,JAK,CHEMBL564365,Cc1cc2c(c(=O)[nH]1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,IC50,16900.0,4.77,ChEMBL,4.77
JAK2,O60674,JAK,CHEMBL560245,Cc1cc2c(c(Cl)n1)-c1[nH]c3ccccc3c1CCN2CCc1ccccc1,IC50,33500.0,4.47,ChEMBL,4.47
JAK2,O60674,JAK,CHEMBL574738,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,Kd,910.0,6.04,ChEMBL,6.04
JAK2,O60674,JAK,CHEMBL522892,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,Kd,7000.0,5.16,ChEMBL,5.16
JAK2,O60674,JAK,CHEMBL221959,C[C@@H]1CCN(C(=O)CC#N)C[C@@H]1N(C)c1ncnc2[nH]ccc12,Kd,5.0,8.3,ChEMBL,8.3
JAK2,O60674,JAK,CHEMBL5416410,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,Kd,1000.0,6.0,ChEMBL,6.0
JAK2,O60674,JAK,CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,Kd,220.0,6.66,ChEMBL,6.66
JAK2,O60674,JAK,CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Kd,94.0,7.03,ChEMBL,7.03
JAK2,O60674,JAK,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Kd,11.0,7.96,ChEMBL,7.96
JAK2,O60674,JAK,CHEMBL1721885,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,Kd,1600.0,5.8,ChEMBL,5.8
JAK2,O60674,JAK,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Kd,410.0,6.39,ChEMBL,6.39
JAK2,O60674,JAK,CHEMBL572878,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Sc3ccc(NC(=O)C4CC4)cc3)n2)n[nH]1,Kd,190.0,6.72,ChEMBL,6.72
JAK2,O60674,JAK,CHEMBL584052,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,Ki,1.0,9.0,ChEMBL,9.0
JAK2,O60674,JAK,CHEMBL584052,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,IC50,870.0,6.06,ChEMBL,6.06
JAK2,O60674,JAK,CHEMBL584052,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,IC50,270.0,6.57,ChEMBL,6.57
JAK2,O60674,JAK,CHEMBL584052,O=C1Nc2ccccc2-c2ccnc3[nH]cc(c23)C1c1ccc(O)cc1,Ki,1.0,9.0,ChEMBL,9.0
JAK2,O60674,JAK,CHEMBL578974,c1ccc(-c2ncnc3[nH]ccc23)cc1,Ki,480.0,6.32,ChEMBL,6.32
JAK2,O60674,JAK,CHEMBL583105,Clc1cnc2[nH]cc(-c3ccccc3)c2c1,Ki,260.0,6.58,ChEMBL,6.58
JAK2,O60674,JAK,CHEMBL569721,Cc1cc(Nc2nc(N[C@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,50.0,7.3,ChEMBL,7.3
JAK2,O60674,JAK,CHEMBL570230,Cc1cc(Nc2nc(N[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,75.0,7.12,ChEMBL,7.12
JAK2,O60674,JAK,CHEMBL570192,Cc1cc(Nc2nc(O[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,4.0,8.4,ChEMBL,8.4
JAK2,O60674,JAK,CHEMBL571526,Cc1cc(Nc2nc(O[C@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,108.0,6.97,ChEMBL,6.97
JAK2,O60674,JAK,CHEMBL576286,CC(C)Oc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,10.0,8.0,ChEMBL,8.0
JAK2,O60674,JAK,CHEMBL570464,COc1cc(Nc2cncc(N[C@@H](C)c3ccc(F)cn3)n2)n[nH]1,IC50,3.0,8.52,ChEMBL,8.52
JAK2,O60674,JAK,CHEMBL570002,Cc1cc(Nc2cnc(C#N)c(N[C@@H](C)c3ncc(F)cn3)n2)n[nH]1,IC50,6.0,8.22,ChEMBL,8.22
JAK2,O60674,JAK,CHEMBL568788,Cc1cc(Nc2cnc(C#N)c(NC(C)c3ccc(F)cn3)n2)n[nH]1,IC50,5.0,8.3,ChEMBL,8.3
JAK2,O60674,JAK,CHEMBL569720,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)c(C#N)nc2C)n[nH]1,IC50,87.0,7.06,ChEMBL,7.06
