gene,uniprot,family,chembl_id,smiles,assay_type,value_nm,pchembl,source,pKd
PIK3CD,O00329,PIK3,CHEMBL511605,CC1(C)Cc2nc(N3CCOc4ccc(-c5ccccc5)cc43)sc2C(=O)N1,IC50,50.0,7.3,ChEMBL,7.3
PIK3CD,O00329,PIK3,CHEMBL469271,CC1(C)CC(=O)c2sc(N3CCOc4cc(-c5ccccc5)ccc43)nc2C1,IC50,1050.0,5.98,ChEMBL,5.98
PIK3CD,O00329,PIK3,CHEMBL469270,CC(=O)c1ccc2c(c1)N(c1nc3c(s1)C(=O)NC(C)(C)C3)CCO2,IC50,366.0,6.44,ChEMBL,6.44
PIK3CD,O00329,PIK3,CHEMBL512815,CC1(C)CC(=O)c2sc(N3CCOc4cc(Br)ccc43)nc2C1,IC50,549.0,6.26,ChEMBL,6.26
PIK3CD,O00329,PIK3,CHEMBL451883,Cc1ccc2c(c1)OCCN2c1nc2c(s1)C(=O)NC(C)(C)C2,IC50,605.0,6.22,ChEMBL,6.22
PIK3CD,O00329,PIK3,CHEMBL449786,CC1(C)Cc2nc(N3CCOc4cc(F)ccc43)sc2C(=O)N1,IC50,783.0,6.11,ChEMBL,6.11
PIK3CD,O00329,PIK3,CHEMBL469249,Cc1cccc2c1OCCN2c1nc2c(s1)C(=O)NC(C)(C)C2,IC50,15280.0,4.82,ChEMBL,4.82
PIK3CD,O00329,PIK3,CHEMBL469248,CC1(C)Cc2nc(N3CCOc4c(F)cccc43)sc2C(=O)N1,IC50,11240.0,4.95,ChEMBL,4.95
PIK3CD,O00329,PIK3,CHEMBL468218,CC1(C)Cc2nc(N3CCOc4ccccc43)sc2C(=O)N1,IC50,1631.0,5.79,ChEMBL,5.79
PIK3CD,O00329,PIK3,CHEMBL469201,CC1(C)CC(=O)c2sc(N3CCOc4ccccc43)nc2C1,IC50,614.0,6.21,ChEMBL,6.21
PIK3CD,O00329,PIK3,CHEMBL449049,CC1(C)Cc2nc(N3CCOCC3)sc2C(=O)N1,IC50,722.0,6.14,ChEMBL,6.14
PIK3CD,O00329,PIK3,CHEMBL570833,CN1CCN(c2ccc(NC(=O)Nc3ccc(-c4nc(N5CC6CCC(C5)O6)c5cnn(CC(F)(F)F)c5n4)cc3)cc2)CC1,IC50,945.0,6.03,ChEMBL,6.03
PIK3CD,O00329,PIK3,CHEMBL437770,O=c1oc2cc(O)ccc2cc1-c1nc2ccccc2s1,IC50,4000.0,5.4,ChEMBL,5.4
PIK3CD,O00329,PIK3,CHEMBL568574,Cc1ccc2cc3c(OC(=O)COc4ccccc4)nn(C)c3nc2c1,IC50,47000.0,4.33,ChEMBL,4.33
PIK3CD,O00329,PIK3,CHEMBL566046,COc1cccc(-c2nc(-c3cc4cc(OC)ccc4[nH]c3=O)no2)c1,IC50,900.0,6.05,ChEMBL,6.05
PIK3CD,O00329,PIK3,CHEMBL98350,O=c1cc(N2CCOCC2)oc2c(-c3ccccc3)cccc12,IC50,500.0,6.3,ChEMBL,6.3
PIK3CD,O00329,PIK3,CHEMBL592445,CN(C)C1CCN(C(=O)c2ccc(NC(=O)Nc3ccc(-c4nc(N5CCOCC5)nc(N5CCOCC5)n4)cc3)cc2)CC1,IC50,6.0,8.22,ChEMBL,8.22
PIK3CD,O00329,PIK3,CHEMBL589258,CCn1nnc2c(N3CCOCC3)nc(-c3ccc(NC(=O)Nc4ccc(C(=O)N5CCN(C)CC5)cc4)cc3)nc21,IC50,16.0,7.8,ChEMBL,7.8
PIK3CD,O00329,PIK3,CHEMBL1085178,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(C(C)(C)O)cc2n1,IC50,5.2,8.28,ChEMBL,8.28
PIK3CD,O00329,PIK3,CHEMBL1085177,Cc1nc(N)ncc1-c1nc(N2CCOCC2)c2sc(CN3CCN(S(C)(=O)=O)CC3)cc2n1,IC50,0.7,9.15,ChEMBL,9.15
PIK3CD,O00329,PIK3,CHEMBL1084926,CC(C)(O)c1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2s1,IC50,16.0,7.8,ChEMBL,7.8
PIK3CD,O00329,PIK3,CHEMBL1083192,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cnc(N)nc4)nc(N4CCOCC4)c3s2)CC1,IC50,2.4,8.62,ChEMBL,8.62
PIK3CD,O00329,PIK3,CHEMBL1083810,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)nc4)nc(N4CCOCC4)c3s2)CC1,IC50,6.6,8.18,ChEMBL,8.18
PIK3CD,O00329,PIK3,CHEMBL1083809,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccc(N)cc4)nc(N4CCOCC4)c3s2)CC1,IC50,100.0,7.0,ChEMBL,7.0
PIK3CD,O00329,PIK3,CHEMBL1085160,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(CO)c4)nc(N4CCOCC4)c3s2)CC1,IC50,1.4,8.85,ChEMBL,8.85
PIK3CD,O00329,PIK3,CHEMBL1077023,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4ccncc4)nc(N4CCOCC4)c3s2)CC1,IC50,310.0,6.51,ChEMBL,6.51
PIK3CD,O00329,PIK3,CHEMBL1086924,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccnc4)nc(N4CCOCC4)c3s2)CC1,IC50,12.0,7.92,ChEMBL,7.92
PIK3CD,O00329,PIK3,CHEMBL1086923,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc(O)c4)nc(N4CCOCC4)c3s2)CC1,IC50,0.9,9.05,ChEMBL,9.05
PIK3CD,O00329,PIK3,CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,IC50,3.0,8.52,ChEMBL,8.52
PIK3CD,O00329,PIK3,CHEMBL1091978,Cc1c(CN2CCN(S(C)(=O)=O)CC2)sc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc12,IC50,6.0,8.22,ChEMBL,8.22
PIK3CD,O00329,PIK3,CHEMBL551440,CNC(=O)Nc1ccc(-c2nc(N3CCOCC3)c3cnn(C4CCN(Cc5cccnc5)CC4)c3n2)cc1,IC50,64.0,7.19,ChEMBL,7.19
PIK3CD,O00329,PIK3,CHEMBL1082621,COc1cc(F)c2[nH]c(-c3c(C)nn(C)c3C)c(/C=C3/Oc4ccc(NC(=O)Nc5ccc(C(=O)N(C)CCN(C)C)cc5)cc4C3=O)c2c1,IC50,0.6,9.22,ChEMBL,9.22
PIK3CD,O00329,PIK3,CHEMBL1213082,Cc1ccccc1-n1c(Cn2cnc3c(N)ncnc32)nc2cccc(C)c2c1=O,IC50,130.0,6.89,ChEMBL,6.89
PIK3CD,O00329,PIK3,CHEMBL1213083,COc1ccccc1-n1c(CSc2ncnc3[nH]cnc23)nc2cccc(Cl)c2c1=O,IC50,180.0,6.75,ChEMBL,6.75
PIK3CD,O00329,PIK3,CHEMBL1213084,Cc1ccccc1-n1c(Cn2nc(-c3cc(O)cc(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,IC50,0.7,9.15,ChEMBL,9.15
PIK3CD,O00329,PIK3,CHEMBL1213085,Cc1ccccc1-n1c(Cn2nc(-c3ccc(O)c(F)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,IC50,9.0,8.05,ChEMBL,8.05
PIK3CD,O00329,PIK3,CHEMBL1213116,Cc1ccccc1-n1c(Cn2nc(C#CCO)c3c(N)ncnc32)nc2cccc(C)c2c1=O,IC50,7.0,8.15,ChEMBL,8.15
PIK3CD,O00329,PIK3,CHEMBL1213117,CC(=O)Nc1nc2ccc(-c3nn(Cc4cc5ccccc5nc4N4CCN(C)CC4)c4ncnc(N)c34)cc2s1,IC50,1.0,9.0,ChEMBL,9.0
PIK3CD,O00329,PIK3,CHEMBL1213118,CN1CCN(c2nc3ccccc3cc2Cn2nc(-c3ccc4nc(N)sc4c3)c3c(N)ncnc32)CC1,IC50,0.5,9.3,ChEMBL,9.3
PIK3CD,O00329,PIK3,CHEMBL586702,FC(F)c1nc2ccccc2n1-c1nc(N2CCOCC2)nc(N2CCOCC2)n1,IC50,4.6,8.34,ChEMBL,8.34
PIK3CD,O00329,PIK3,CHEMBL1213119,CC(C)n1nc(C#Cc2cccnc2)c2c(N)ncnc21,IC50,40.0,7.4,ChEMBL,7.4
PIK3CD,O00329,PIK3,CHEMBL1213120,CC(C)n1nc(C#Cc2cccc(O)c2)c2c(N)ncnc21,IC50,21.0,7.68,ChEMBL,7.68
PIK3CD,O00329,PIK3,CHEMBL1213168,COc1cc(Nc2nc3ccccc3nc2NS(=O)(=O)c2ccc(F)cc2)cc(OC)c1,IC50,90.0,7.05,ChEMBL,7.05
PIK3CD,O00329,PIK3,CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,IC50,3.0,8.52,ChEMBL,8.52
PIK3CD,O00329,PIK3,CHEMBL1213169,COc1ccccc1-n1c(SCC(=O)Nc2ccc3nccnc3c2)nc2c(c1=O)CCCC2,IC50,34.0,7.47,ChEMBL,7.47
PIK3CD,O00329,PIK3,CHEMBL1242285,CC(C)n1nc(-c2cc(O)cc(Br)c2)c2c(N)ncnc21,IC50,130.0,6.89,ChEMBL,6.89
PIK3CD,O00329,PIK3,CHEMBL1242286,COCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1Br,IC50,206.0,6.69,ChEMBL,6.69
PIK3CD,O00329,PIK3,CHEMBL1241299,Cn1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,IC50,23.0,7.64,ChEMBL,7.64
PIK3CD,O00329,PIK3,CHEMBL1242287,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCC1,IC50,41.0,7.39,ChEMBL,7.39
PIK3CD,O00329,PIK3,CHEMBL1242376,Nc1ncnc2c1c(-c1ccc(Br)c(O)c1)nn2C1CCCC1,IC50,112.0,6.95,ChEMBL,6.95
PIK3CD,O00329,PIK3,CHEMBL1242377,CC(C)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,65.0,7.19,ChEMBL,7.19
PIK3CD,O00329,PIK3,CHEMBL1242378,C[C@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,3030.0,5.52,ChEMBL,5.52
PIK3CD,O00329,PIK3,CHEMBL1242468,C[C@@H](CN)n1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,4350.0,5.36,ChEMBL,5.36
PIK3CD,O00329,PIK3,CHEMBL1242469,N#CCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,1370.0,5.86,ChEMBL,5.86
PIK3CD,O00329,PIK3,CHEMBL1242470,N#CCCCCn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,716.0,6.14,ChEMBL,6.14
PIK3CD,O00329,PIK3,CHEMBL1242566,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCC1,IC50,777.0,6.11,ChEMBL,6.11
PIK3CD,O00329,PIK3,CHEMBL1242567,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CNC1,IC50,213.0,6.67,ChEMBL,6.67
PIK3CD,O00329,PIK3,CHEMBL1242568,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCC1,IC50,142.0,6.85,ChEMBL,6.85
PIK3CD,O00329,PIK3,CHEMBL1242656,CC1CCC(n2nc(-c3ccc(F)c(O)c3)c3c(N)ncnc32)C1,IC50,58.0,7.24,ChEMBL,7.24
PIK3CD,O00329,PIK3,CHEMBL1242657,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCNC1,IC50,193.0,6.71,ChEMBL,6.71
PIK3CD,O00329,PIK3,CHEMBL1242658,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCNC1,IC50,514.0,6.29,ChEMBL,6.29
PIK3CD,O00329,PIK3,CHEMBL1242748,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@H]1CCOC1,IC50,15.0,7.82,ChEMBL,7.82
PIK3CD,O00329,PIK3,CHEMBL1242749,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2[C@@H]1CCOC1,IC50,49.0,7.31,ChEMBL,7.31
PIK3CD,O00329,PIK3,CHEMBL1242750,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2C1CCCCCC1,IC50,74.0,7.13,ChEMBL,7.13
PIK3CD,O00329,PIK3,CHEMBL1242844,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2CC1CCNCC1,IC50,1985.0,5.7,ChEMBL,5.7
PIK3CD,O00329,PIK3,CHEMBL1242845,Cc1nn(-c2ccccc2)nc1Cn1nc(-c2ccc(F)c(O)c2)c2c(N)ncnc21,IC50,172.0,6.76,ChEMBL,6.76
PIK3CD,O00329,PIK3,CHEMBL1241482,Nc1ncnc2c1c(-c1ccc(F)c(O)c1)nn2Cc1ocnc1-c1ccccc1,IC50,1070.0,5.97,ChEMBL,5.97
PIK3CD,O00329,PIK3,CHEMBL1241483,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1F,IC50,281.0,6.55,ChEMBL,6.55
PIK3CD,O00329,PIK3,CHEMBL1241484,CC(C)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,IC50,12.0,7.92,ChEMBL,7.92
PIK3CD,O00329,PIK3,CHEMBL1241579,C[C@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,IC50,1620.0,5.79,ChEMBL,5.79
PIK3CD,O00329,PIK3,CHEMBL1240544,C[C@@H](CN)n1nc(-c2ccc(Cl)c(O)c2)c2c(N)ncnc21,IC50,1000.0,6.0,ChEMBL,6.0
PIK3CD,O00329,PIK3,CHEMBL1241580,Nc1ncnc2c1c(-c1ccc(Cl)c(O)c1)nn2C1CCC1,IC50,150.0,6.82,ChEMBL,6.82
PIK3CD,O00329,PIK3,CHEMBL1241481,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1NC(=O)OC(C)(C)C,IC50,10200.0,4.99,ChEMBL,4.99
PIK3CD,O00329,PIK3,CHEMBL1241578,CC(C)n1nc(-c2ccc(Br)c(O)c2)c2c(N)ncnc21,IC50,27.0,7.57,ChEMBL,7.57
PIK3CD,O00329,PIK3,CHEMBL1081312,Nc1ncnc2c1c(-c1cnc3[nH]ccc3c1)nn2C1CCCC1,IC50,150.0,6.82,ChEMBL,6.82
PIK3CD,O00329,PIK3,CHEMBL1233882,CC(C)n1nc(-c2ccc3ncccc3c2)c2c(N)ncnc21,IC50,6.0,8.22,ChEMBL,8.22
PIK3CD,O00329,PIK3,CHEMBL1233881,COc1ccc(-c2nn(C3CCC3)c3ncnc(N)c23)cc1OC,IC50,4.0,8.4,ChEMBL,8.4
PIK3CD,O00329,PIK3,CHEMBL1241674,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,IC50,100.0,7.0,ChEMBL,7.0
PIK3CD,O00329,PIK3,CHEMBL1241675,Nc1ncnc2c1c(-c1ccn3ccnc3c1)nn2C1CCCC1,IC50,2300.0,5.64,ChEMBL,5.64
PIK3CD,O00329,PIK3,CHEMBL1241767,Cc1ccccc1-n1c(Cn2nc(-c3cccc(O)c3)c3c(N)ncnc32)nc2cccc(C)c2c1=O,IC50,3.0,8.52,ChEMBL,8.52
PIK3CD,O00329,PIK3,CHEMBL1230790,CC(C)n1nc(-c2cccc(O)c2)c2c(N)ncnc21,IC50,250.0,6.6,ChEMBL,6.6
PIK3CD,O00329,PIK3,CHEMBL1234815,Cn1nc(-c2ccc3ccccc3c2)c2c(N)ncnc21,IC50,800.0,6.1,ChEMBL,6.1
PIK3CD,O00329,PIK3,CHEMBL1241104,Nc1ncnc2[nH]nc(-c3ccccc3)c12,IC50,12500.0,4.9,ChEMBL,4.9
PIK3CD,O00329,PIK3,CHEMBL1241142,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1,IC50,9600.0,5.02,ChEMBL,5.02
PIK3CD,O00329,PIK3,CHEMBL1241143,Cc1cccc(-c2n[nH]c3ncnc(N)c23)c1,IC50,5700.0,5.24,ChEMBL,5.24
PIK3CD,O00329,PIK3,CHEMBL1241144,Cc1ccccc1-c1n[nH]c2ncnc(N)c12,IC50,29000.0,4.54,ChEMBL,4.54
PIK3CD,O00329,PIK3,CHEMBL1241145,Cc1cccc(-c2n[nH]c3ncnc(N)c23)c1C,IC50,11000.0,4.96,ChEMBL,4.96
PIK3CD,O00329,PIK3,CHEMBL1241240,CC(C)(C)c1ccc(-c2n[nH]c3ncnc(N)c23)cc1,IC50,18000.0,4.75,ChEMBL,4.75
PIK3CD,O00329,PIK3,CHEMBL1241241,CC(C)n1nc(-c2ccc(O)cc2)c2c(N)ncnc21,IC50,84.0,7.08,ChEMBL,7.08
PIK3CD,O00329,PIK3,CHEMBL1241242,Nc1ncnc2[nH]nc(-c3cccc(O)c3)c12,IC50,3100.0,5.51,ChEMBL,5.51
PIK3CD,O00329,PIK3,CHEMBL1241269,CC(C)n1cc(-c2cccc(O)c2)c2c(N)ncnc21,IC50,2900.0,5.54,ChEMBL,5.54
PIK3CD,O00329,PIK3,CHEMBL1241942,CNc1ncnc2c1c(-c1cccc(O)c1)nn2C(C)C,IC50,100000.0,4.0,ChEMBL,4.0
PIK3CD,O00329,PIK3,CHEMBL1242024,Cc1cc(O)ccc1-c1nn(C(C)C)c2ncnc(N)c12,IC50,250.0,6.6,ChEMBL,6.6
PIK3CD,O00329,PIK3,CHEMBL1242025,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OCc1ccccc1,IC50,3190.0,5.5,ChEMBL,5.5
PIK3CD,O00329,PIK3,CHEMBL1241270,Cc1ccc(-c2n[nH]c3ncnc(N)c23)cc1O,IC50,660.0,6.18,ChEMBL,6.18
PIK3CD,O00329,PIK3,CHEMBL1241271,Cc1ccc(-c2nn(C)c3ncnc(N)c23)cc1O,IC50,210.0,6.68,ChEMBL,6.68
PIK3CD,O00329,PIK3,CHEMBL1242026,Cc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1O,IC50,220.0,6.66,ChEMBL,6.66
PIK3CD,O00329,PIK3,CHEMBL1242109,CCC(C)n1nc(-c2ccc(C)c(O)c2)c2c(N)ncnc21,IC50,470.0,6.33,ChEMBL,6.33
PIK3CD,O00329,PIK3,CHEMBL1242110,CC(C)n1nc(-c2cccc(O)c2F)c2c(N)ncnc21,IC50,677.0,6.17,ChEMBL,6.17
PIK3CD,O00329,PIK3,CHEMBL1242111,Nc1ncnc2c1c(-c1cccc(O)c1F)nn2C1CCCC1,IC50,249.0,6.6,ChEMBL,6.6
PIK3CD,O00329,PIK3,CHEMBL1242198,CC(C)n1nc(-c2cc(O)cc(F)c2)c2c(N)ncnc21,IC50,46.0,7.34,ChEMBL,7.34
PIK3CD,O00329,PIK3,CHEMBL1242199,Nc1ncnc2c1c(-c1cc(O)cc(F)c1)nn2C1CCCC1,IC50,72.0,7.14,ChEMBL,7.14
PIK3CD,O00329,PIK3,CHEMBL1242200,COc1cc(Br)cc(-c2nn(C(C)C)c3ncnc(N)c23)c1,IC50,2970.0,5.53,ChEMBL,5.53
PIK3CD,O00329,PIK3,CHEMBL1242381,COc1ccc(-c2nn(C[C@@H](C)CO)c3ncnc(N)c23)cc1OC,IC50,67.0,7.17,ChEMBL,7.17
PIK3CD,O00329,PIK3,CHEMBL1240553,COc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,IC50,57.0,7.24,ChEMBL,7.24
PIK3CD,O00329,PIK3,CHEMBL1242471,CCOc1ccc(-c2n[nH]c3ncnc(N)c23)cc1OC,IC50,473.0,6.33,ChEMBL,6.33
PIK3CD,O00329,PIK3,CHEMBL1242472,CCOc1ccc(-c2nn(C(C)C)c3ncnc(N)c23)cc1OC,IC50,42.0,7.38,ChEMBL,7.38
PIK3CD,O00329,PIK3,CHEMBL1242569,C=CCn1nc(-c2ccc(OCC)c(OC)c2)c2c(N)ncnc21,IC50,276.0,6.56,ChEMBL,6.56
PIK3CD,O00329,PIK3,CHEMBL1240554,CCOc1ccc(-c2nn(C3CCCC3)c3ncnc(N)c23)cc1OC,IC50,17.0,7.77,ChEMBL,7.77
PIK3CD,O00329,PIK3,CHEMBL1242659,CCOc1ccc(-c2nn(C3CCCCC3)c3ncnc(N)c23)cc1OC,IC50,177.0,6.75,ChEMBL,6.75
PIK3CD,O00329,PIK3,CHEMBL1242660,COc1cc(-c2nn(C(C)C)c3ncnc(N)c23)cc(OC)c1OC,IC50,1900.0,5.72,ChEMBL,5.72
PIK3CD,O00329,PIK3,CHEMBL1242751,COc1cccc(-c2nn(C(C)C)c3ncnc(N)c23)c1OC,IC50,37000.0,4.43,ChEMBL,4.43
PIK3CD,O00329,PIK3,CHEMBL1242752,CCOc1cc(-c2nn(C(C)C)c3ncnc(N)c23)ccc1OC,IC50,103.0,6.99,ChEMBL,6.99
PIK3CD,O00329,PIK3,CHEMBL1242753,CCOc1cc(-c2nn(CCO)c3ncnc(N)c23)ccc1OC,IC50,2400.0,5.62,ChEMBL,5.62
CLK1,P49759,CLK,CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Kd,1000.0,6.0,ChEMBL,6.0
CLK1,P49759,CLK,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Kd,100.0,7.0,ChEMBL,7.0
CLK1,P49759,CLK,CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Kd,1400.0,5.85,ChEMBL,5.85
CLK1,P49759,CLK,CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,Kd,2100.0,5.68,ChEMBL,5.68
CLK1,P49759,CLK,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Kd,2200.0,5.66,ChEMBL,5.66
CLK1,P49759,CLK,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Kd,27.0,7.57,ChEMBL,7.57
CLK1,P49759,CLK,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Kd,4500.0,5.35,ChEMBL,5.35
CLK1,P49759,CLK,CHEMBL257834,CC(C)(C)CN1CCC(NC(=O)c2csc(NC(=O)c3ccc4cc5n(c4c3)C3(CCC3)CNC5=O)n2)CC1,IC50,93.0,7.03,ChEMBL,7.03
CLK1,P49759,CLK,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Kd,100.0,7.0,ChEMBL,7.0
CLK1,P49759,CLK,CHEMBL481968,O=C(N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F)c1ccc(CO)o1,IC50,15000.0,4.82,ChEMBL,4.82
CLK1,P49759,CLK,CHEMBL481969,O=C(CS(=O)(=O)c1ccc(Cl)cc1)N/N=C/c1cc(C(=O)O)c(Nc2ccc(I)cc2F)c(F)c1F,IC50,3000.0,5.52,ChEMBL,5.52
CLK1,P49759,CLK,CHEMBL191003,Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)nn1C(=O)c1c(F)cccc1F,Kd,660.0,6.18,ChEMBL,6.18
CLK1,P49759,CLK,CHEMBL91829,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,Kd,910.0,6.04,ChEMBL,6.04
CLK1,P49759,CLK,CHEMBL124660,COc1cc2c(N3CCN(C(=O)Nc4ccc(OC(C)C)cc4)CC3)ncnc2cc1OCCCN1CCCCC1,Kd,630.0,6.2,ChEMBL,6.2
CLK1,P49759,CLK,CHEMBL573339,Oc1cccc(-c2nc(N3CCOCC3)c3oc4ncccc4c3n2)c1,Kd,3900.0,5.41,ChEMBL,5.41
CLK1,P49759,CLK,CHEMBL608533,CO[C@@H]1[C@H](N(C)C(=O)c2ccccc2)C[C@H]2O[C@]1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Kd,350.0,6.46,ChEMBL,6.46
CLK1,P49759,CLK,CHEMBL14762,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,Kd,1200.0,5.92,ChEMBL,5.92
CLK1,P49759,CLK,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,Kd,32.0,7.5,ChEMBL,7.5
CLK1,P49759,CLK,CHEMBL1721885,Cc1[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c(C)c1C(=O)NC[C@H](O)CN1CCOCC1,Kd,360.0,6.44,ChEMBL,6.44
CLK1,P49759,CLK,CHEMBL535,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,Kd,22.0,7.66,ChEMBL,7.66
CLK1,P49759,CLK,CHEMBL223360,Cc1ccc(F)c(NC(=O)Nc2ccc(-c3cccc4[nH]nc(N)c34)cc2)c1,Kd,8900.0,5.05,ChEMBL,5.05
CLK1,P49759,CLK,CHEMBL574738,CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,Kd,110.0,6.96,ChEMBL,6.96
CLK1,P49759,CLK,CHEMBL296468,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1,Kd,410.0,6.39,ChEMBL,6.39
CLK1,P49759,CLK,CHEMBL522892,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,Kd,6800.0,5.17,ChEMBL,5.17
CLK1,P49759,CLK,CHEMBL607707,CCOc1cc2ncc(C#N)c(Nc3ccc(F)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C,Kd,3300.0,5.48,ChEMBL,5.48
CLK1,P49759,CLK,CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,Kd,1700.0,5.77,ChEMBL,5.77
CLK1,P49759,CLK,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,Kd,4500.0,5.35,ChEMBL,5.35
CLK1,P49759,CLK,CHEMBL408982,CCN1/C(=C/C(C)=O)Sc2ccc(OC)cc21,Kd,19.0,7.72,ChEMBL,7.72
CLK1,P49759,CLK,CHEMBL567331,c1csc(CNc2ncnc3ccc(-c4ccc5c(c4)OCO5)cc23)c1,Kd,37.0,7.43,ChEMBL,7.43
CLK1,P49759,CLK,CHEMBL1082152,Cn1cc(C2=C(c3cccc(NCC(O)CO)c3)C(=O)NC2=O)c2cc(F)ccc21,Kd,16.0,7.8,ChEMBL,7.8
CLK1,P49759,CLK,CHEMBL37139,COc1ccc(/C=C/c2ccc3ccc(C(=O)O)c(O)c3n2)cc1O,IC50,8300.0,5.08,ChEMBL,5.08
